event_type,timestamp,user_id,event_id,metadata,source,error_reason
,2026-06-18T20:56:01,7792,evt_001555,PAGE_VIEW,email,missing_event_type
search,,,evt_001564,search query: headphones,hsearch,missing_timestamp;missing_user_id
,2026-06-17T00:55:33,859,evt_001565,user flicked page aggresively,mobile_ios,missing_event_type
,,2138,evt_001567,viewed product page,,missing_event_type;missing_timestamp
,,2138,evt_001567,viewed product page,,duplicate_event
,2026-06-24T08:36:59,9225,evt_001575,added item to cart,web,missing_event_type
,2026-06-22T06:44:58,3421,evt_001580,PAGE_VIEW,web,missing_event_type
search,2026-06-23T16:26:04,,evt_001581,looked up return policy,mobil,missing_user_id
page_view,,6601,evt_001588,opened pricing page,desktop_app,missing_timestamp
page_view,,5037,evt_001591,opened page then immediately left,web,missing_timestamp
page_view,2026-06-25T11:27:23,5845,,landed on homepage,mobile_ios,missing_event_id
scroll,2026-06-16T13:20:43,4855,,,mobile_ios,missing_event_id
page_view,2026-06-25T05:38:04,,evt_001615,viewed product page,api_v2,missing_user_id
,2026-06-19T04:33:18,9799,evt_001617,,web,invalid_event_type
,2026-06-22T05:49:28,3514,evt_001630,opened pricing page,web,missing_event_type
,2026-06-22T05:49:28,3514,evt_001630,opened pricing page,web,duplicate_event
search,2026-06-21T02:30:13,,evt_001631,,unknown_source,missing_user_id
page_view,2026-06-23T04:34:42,6559,,viewed product page,web,missing_event_id
,2026-06-20T00:10:41,,evt_001640,,unknown_source,invalid_event_type;missing_user_id
page_view,2026-06-19T13:20:33,2052,,Page loaded,unknown_source,missing_event_id
,2026-06-22T11:20:05,2027,evt_001655,,email,invalid_event_type
,2026-06-21T05:47:16,7537,evt_001658,typo in search query,mobile_ios,missing_event_type
add_to_cart,,8688,evt_001663,cart updated,mobil,missing_timestamp
,2026-06-17T13:51:25,3681,evt_001664,opened pricing page,unknown_source,missing_event_type
page_view,2026-06-22T00:59:54,8746,,opened pricing page,tablet,missing_event_id
add_to_cart,2026-06-18T18:08:22,,evt_001678,added item to cart,mobile_ios,missing_user_id
,2026-06-19T09:36:49,6638,evt_001694,Page loaded,hsearch,missing_event_type
scroll,2026-06-17T18:54:18,,evt_001707,,unknown_source,missing_user_id
,2026-06-18T16:22:44,3728,evt_001709,search fired twice,mobile_ios,missing_event_type
,,8909,evt_001711,landed on homepage,web,missing_event_type;missing_timestamp
,2026-06-21T20:02:59,9618,evt_001714,,web,invalid_event_type
page_view,2026-06-18T19:58:31,9746,evt_001719,viewed product page,desktop_app,duplicate_event
page_view,2026-06-18T06:31:34,,evt_001727,,unknown_source,missing_user_id
add_to_cart,2026-06-24T23:04:26,784,,cart updated,web,missing_event_id
,2026-06-23T14:57:16,4504,evt_001744,,web,invalid_event_type
page_view,2026-06-16T04:53:00,8357,,opened page then immediately left,mobile_ios,missing_event_id
,2026-06-20T19:04:20,6368,evt_001749,,tablet,invalid_event_type
,2026-06-19T06:11:49,7566,evt_001751,"slow scroll, reading carefully",mobil,missing_event_type
,2026-06-17T11:46:09,866,evt_001755,,web,invalid_event_type
scroll,,6472,evt_001762,scrolled down,email,invalid_timestamp
page_view,2026-06-16T20:39:42,,evt_001780,accidentally opened page,web,missing_user_id
scroll,2026-06-25T16:30:06,758,,scrolled down,web,missing_event_id
add_to_cart,2026-06-20T15:28:34,5635,evt_001783,added item to cart,web,duplicate_event
page_view,2026-06-22T00:02:45,,evt_001789,landed on homepage,hsearch,missing_user_id
,2026-06-15T16:52:55,5647,evt_001794,searched for shoes,,missing_event_type
,2026-06-24T17:03:08,7019,evt_001805,viewed product page,mobile_ios,missing_event_type
page_view,,9517,evt_001807,opened pricing page,direct,invalid_timestamp
,,9394,evt_001808,,web,invalid_event_type;invalid_timestamp
remove_from_cart,,1487,evt_001810,removed product,,missing_timestamp
,2026-06-24T06:54:27,6678,evt_001815,scrolled down,web,missing_event_type
page_view,,622,evt_001816,landed on homepage,unknown_source,missing_timestamp
page_view,2026-06-17T17:06:29,,evt_001822,viewed product page,WEB,missing_user_id
search,,9878,evt_001829,looked up return policy,email,missing_timestamp
,2026-06-19T04:20:30,5234,evt_001831,fast scroll through page,email,missing_event_type
add_to_cart,2026-06-18T01:36:50,,evt_001834,added product to shopping cart,unknown_source,missing_user_id
page_view,,788,evt_001845,Page loaded,web,invalid_timestamp
PAGE_VIEW,2026-06-25T14:15:48,2521,evt_001848,viewed product page,mobile_ios,duplicate_event
,2026-06-15T15:12:57,7374,evt_001850,accidentally opened page,mobile_ios,missing_event_type
ADD_TO_CART,2026-06-17T18:33:47,1466,evt_001860,add to cart clicked,web,duplicate_event
scroll,,6890,evt_001862,"slow scroll, reading carefully",mobile_ios,missing_timestamp
,2026-06-19T21:29:23,8390,evt_001869,,mobile_ios,invalid_event_type
page_view,2026-06-15T12:45:00,3589,evt_001871,page refresh loop??,mobile_ios,duplicate_event
scroll,2026-06-26T11:46:55,6863,,user flicked page aggresively,desktop_app,missing_event_id
page_view,,58,evt_001881,opened pricing page,api_v2,missing_timestamp
purchase,2026-06-26T04:20:12,,evt_001884,checkout finished,unknown_source,missing_user_id
page_view,,6241,evt_001903,opened pricing page,email,missing_timestamp
purchase,,6497,evt_001907,"just browsing, no intent to buy",web,invalid_timestamp
scroll,,4604,evt_001911,scrolled down,web,missing_timestamp
scroll,2026-06-21T22:22:28,,evt_001924,"slow scroll, reading carefully",web,missing_user_id
search,,3122,evt_001925,typo in search query,tablet,missing_timestamp
,2026-06-20T16:14:48,8816,evt_001930,,desktop_app,missing_event_type
scroll,,2981,evt_001938,barely scrolling,web,missing_timestamp
,2026-06-23T12:08:52,7155,evt_001951,"slow scroll, reading carefully",web,missing_event_type
scroll,2026-06-18T10:52:49,9414,,scrolling endlessly,mobile_ios,missing_event_id
search,2026-06-16T12:06:18,6678,,SEARCH EVENT,desktop_app,missing_event_id
purchase,,6879,evt_001965,purchase completed,web,missing_timestamp
search,2026-06-20T02:10:11,6552,,typo in search query,tablet,missing_event_id
page_view,,9858,evt_001971,viewed product page,mobile_ios,invalid_timestamp
,2026-06-25T13:56:18,9537,evt_001980,searched for shoes,desktop_app,missing_event_type
remove_from_cart,,7498,evt_001981,removed product,web,invalid_timestamp
page_view,,954,evt_001986,opened pricing page,mobile_ios,missing_timestamp
page_view,2026-06-20T16:45:02,8886,,opened pricing page,web,missing_event_id
scroll,2026-06-17T07:07:57,,evt_001991,"slow scroll, reading carefully",,missing_user_id
search,,527,evt_001996,looked up return policy,tablet,invalid_timestamp
,2026-06-20T18:50:31,2762,evt_001997,searched for shoes,web,missing_event_type
page_view,2026-06-15T17:08:21,2481,,landed on homepage,desktop_app,missing_event_id
search,2026-06-22T10:33:45,943,,typo in search query,mobile_ios,missing_event_id
scroll,2026-06-24T11:39:59,,evt_002004,scrolled down,WEB,missing_user_id
page_view,2026-06-20T08:50:25,,evt_002009,opened pricing page,mobile_android,missing_user_id
,2026-06-20T10:32:36,,evt_002014,viewed product page,api_v2,missing_event_type;missing_user_id
search,2026-06-26T03:47:23,7490,,search query: headphones,web,missing_event_id
scroll,,5293,evt_002038,scroll spam,mobil,missing_timestamp
add_to_cart,2026-06-25T10:33:48,,evt_002041,added product to shopping cart,tablet,missing_user_id
page_view,2026-06-17T23:05:37,2570,,PAGE_VIEW,mobile_ios,missing_event_id
page_view,2026-06-19T07:19:53,3028,,opened pricing page,mobile_android,missing_event_id
,2026-06-26T13:17:59,4826,evt_002058,,,missing_event_type
page_view,2026-06-25T07:26:13,,evt_002063,accidentally opened page,mobile_ios,missing_user_id
,2026-06-18T13:27:07,4902,evt_002066,landed on homepage,unknown_source,missing_event_type
,2026-06-19T00:59:17,3716,evt_002071,search query: headphones,mobile_ios,missing_event_type
page_view,2026-06-17T13:55:40,,evt_002079,viewed product page,unknown_source,missing_user_id
page_view,2026-06-21T02:17:07,2539,,viewed product page,web,missing_event_id
,2026-06-22T08:14:05,8547,evt_002084,scrolling endlessly,,missing_event_type
page_view,2026-06-22T14:23:40,,evt_002087,Page loaded,web,missing_user_id
search,,3764,evt_002097,search query: headphones,web,missing_timestamp
add_to_cart,2026-06-17T01:10:54,4189,evt_002104,add to cart clicked,hsearch,duplicate_event
add_to_cart,2026-06-15T18:13:01,1295,evt_002108,added item to cart,mobile_ios,duplicate_event
page_view,2026-06-25T14:39:35,,evt_002110,,web,missing_user_id
scroll,2026-06-26T02:10:32,,evt_002111,scrolled down,mobile_ios,missing_user_id
search,,4682,evt_002113,looked up return policy,web,missing_timestamp
,2026-06-22T13:03:47,2315,evt_002118,,web,missing_event_type
,,8134,evt_002122,Page loaded,mobile_ios,missing_event_type;missing_timestamp
add_to_cart,,3644,evt_002125,added item to cart,,missing_timestamp
add_to_cart,,5397,evt_002134,,unknown_source,invalid_timestamp
scroll,2026-06-20T23:56:14,,evt_002143,scrolled down,mobil,missing_user_id
add_to_cart,2026-06-26T01:55:57,,evt_002144,added item to cart,web,missing_user_id
remove_from_cart,,376,evt_002145,removed product,desktop_app,missing_timestamp
,2026-06-22T00:41:52,4550,evt_002149,looked up return policy,desktop_app,missing_event_type
page_view,2026-06-20T17:13:38,4075,,viewed product page,,missing_event_id
,2026-06-22T01:23:26,4586,evt_002157,removed item immediately after adding,web,missing_event_type
search,2026-06-16T11:21:39,479,,search fired twice,mobile_ios,missing_event_id
scroll,,5127,evt_002161,scrolled down,mobil,missing_timestamp
add_to_cart,2026-06-25T17:27:18,,evt_002163,,tablet,missing_user_id
page_view,,4305,evt_002170,Page loaded,mobile_ios,missing_timestamp
add_to_cart,,3777,evt_002171,added product to shopping cart,desktop_app,missing_timestamp
scroll,,9225,evt_002175,"slow scroll, reading carefully",web,missing_timestamp
,2026-06-17T14:00:42,3651,evt_002178,Page loaded,direct,missing_event_type
,2026-06-17T14:00:42,3651,evt_002178,Page loaded,direct,duplicate_event
scroll,,4144,evt_002192,scrolled down,mobil,missing_timestamp
page_view,,1756,evt_002195,viewed product page,,invalid_timestamp
page_view,2026-06-18T06:52:48,,evt_002197,landed on homepage,web,missing_user_id
page_view,2026-06-18T06:52:48,,evt_002197,landed on homepage,web,duplicate_event
scroll,,7447,evt_002199,autoscroll triggered,web,missing_timestamp
scroll,2026-06-24T17:18:16,1960,evt_002202,scrolled down,unknown_source,duplicate_event
,2026-06-20T12:50:33,,evt_002228,looked up return policy,,missing_event_type;missing_user_id
,2026-06-15T14:39:16,3327,evt_002243,scrolled down,web,missing_event_type
scroll,,4393,evt_002244,fast scroll through page,tablet,missing_timestamp
add_to_cart,2026-06-17T03:45:45,,evt_002248,,web,missing_user_id
,2026-06-15T05:23:12,6583,evt_002255,,mobile_ios,invalid_event_type
,2026-06-18T05:43:30,8828,evt_002260,,unknown_source,invalid_event_type
search,2026-06-26T04:51:37,6179,,searched for shoes,desktop_app,missing_event_id
remove_from_cart,,2239,,,unknown_source,missing_timestamp;missing_event_id
,2026-06-24T16:48:37,3782,evt_002274,,mobile_ios,invalid_event_type
,2026-06-19T13:27:38,5302,evt_002275,scrolled down,desktop_app,missing_event_type
,2026-06-21T21:17:48,4079,evt_002277,Page loaded,web,missing_event_type
scroll,2026-06-18T19:11:38,,evt_002283,,web,missing_user_id
,2026-06-16T00:57:53,5476,evt_002284,,web,invalid_event_type
,2026-06-25T15:07:27,1136,evt_002285,,mobil,missing_event_type
search,,4148,evt_002297,looked up return policy,hsearch,invalid_timestamp
page_view,2026-06-18T15:07:04,,evt_002298,viewed product page,api_v2,missing_user_id
remove_from_cart,,8931,evt_002299,cart item deleted,tablet,invalid_timestamp
,2026-06-16T14:26:08,5954,evt_002306,,web,missing_event_type
scroll,,8368,evt_002307,scrolling endlessly,web,invalid_timestamp
scroll,,2145,evt_002310,autoscroll triggered,api_v2,invalid_timestamp
search,,6266,evt_002316,typo in search query,web,invalid_timestamp
add_to_cart,2026-06-22T23:29:32,,evt_002318,add to cart clicked,email,missing_user_id
scroll,2026-06-21T08:38:04,,evt_002324,scroll spam,web,missing_user_id
add_to_cart,,9768,evt_002328,,web,missing_timestamp
page_view,,9886,evt_002331,,email,missing_timestamp
search,,9593,evt_002335,,hsearch,missing_timestamp
,2026-06-19T15:36:02,5784,evt_002336,Page loaded,mobile_android,missing_event_type
search,,1710,evt_002342,searched for shoes,web,missing_timestamp
,2026-06-25T14:07:48,,evt_002347,,unknown_source,missing_event_type;missing_user_id
,2026-06-20T12:09:08,8728,evt_002350,,mobile_ios,invalid_event_type
scroll,,1176,evt_002354,"slow scroll, reading carefully",direct,missing_timestamp
page_view,,5022,evt_002356,landed on homepage,tablet,invalid_timestamp
page_view,,4183,evt_002360,accidentally opened page,email,invalid_timestamp
remove_from_cart,2026-06-24T17:18:30,6947,evt_002365,removed item from cart,api_v2,duplicate_event
scroll,2026-06-24T10:12:46,3630,,,mobile_ios,missing_event_id
,2026-06-20T09:44:01,6369,,,web,invalid_event_type;missing_event_id
,2026-06-20T09:44:01,6369,,,web,duplicate_event
add_to_cart,,2450,evt_002373,added product to shopping cart,mobile_ios,missing_timestamp
,2026-06-16T21:17:49,8036,evt_002388,,desktop_app,invalid_event_type
scroll,,239,evt_002389,,hsearch,missing_timestamp
page_view,2026-06-20T22:59:08,1717,,opened pricing page,,missing_event_id
PAGE_VIEW,2026-06-25T19:05:07,1788,evt_002392,viewed product page,mobile_android,duplicate_event
scroll,2026-06-22T18:29:22,,evt_002397,scrolled down,mobile_ios,missing_user_id
add_to_cart,,1151,evt_002398,added item to cart,mobile_ios,invalid_timestamp
page_view,,3464,evt_002401,landed on homepage,web,invalid_timestamp
search,,3327,evt_002402,,direct,invalid_timestamp
,2026-06-20T13:04:15,8420,evt_002410,add to cart clicked,web,missing_event_type
page_view,2026-06-23T00:43:19,2216,,,web,missing_event_id
purchase,2026-06-20T17:44:18,2588,,clicked buy but didn't mean to,mobile_ios,missing_event_id
,2026-06-22T21:56:42,100,evt_002440,,mobil,invalid_event_type
page_view,2026-06-25T14:18:27,,evt_002441,landed on homepage,tablet,missing_user_id
add_to_cart,,9860,evt_002443,item added??,unknown_source,invalid_timestamp
,2026-06-25T04:46:09,4240,evt_002449,landed on homepage,tablet,missing_event_type
,2026-06-20T20:23:39,9205,evt_002452,removed item from cart,mobile_ios,missing_event_type
add_to_cart,,4717,evt_002454,added product to shopping cart,hsearch,missing_timestamp
purchase,2026-06-21T03:59:51,,evt_002455,checkout finished,,missing_user_id
remove_from_cart,2026-06-16T16:05:43,7776,,cart item deleted,web,missing_event_id
add_to_cart,,4511,evt_002469,,web,invalid_timestamp
,2026-06-21T19:33:48,2387,evt_002475,landed on homepage,mobile_ios,missing_event_type
,2026-06-21T07:05:02,3821,evt_002481,,mobile_ios,invalid_event_type
page_view,2026-06-15T10:50:04,,evt_002482,opened pricing page,direct,missing_user_id
scroll,2026-06-26T16:03:50,,evt_002489,scrolled down,mobile_ios,missing_user_id
search,2026-06-16T14:16:20,6205,,search query: headphones,web,missing_event_id
,2026-06-17T19:38:36,3400,evt_002494,search query: headphones,web,missing_event_type
page_view,,768,evt_002495,opened pricing page,unknown_source,invalid_timestamp
add_to_cart,2026-06-17T20:47:31,8061,,added product to shopping cart,desktop_app,missing_event_id
scroll,2026-06-25T06:18:35,104,evt_002501,fast scroll through page,email,duplicate_event
page_view,2026-06-20T06:17:20,,evt_002504,opened pricing page,api_v2,missing_user_id
,2026-06-15T15:16:26,8599,evt_002508,,mobil,invalid_event_type
page_view,,82,evt_002516,,web,invalid_timestamp
page_view,2026-06-18T16:20:21,6143,,landed on homepage,WEB,missing_event_id
search,,5485,evt_002538,random search,api_v2,invalid_timestamp
search,2026-06-21T07:36:49,,evt_002539,searched for shoes,desktop_app,missing_user_id
search,2026-06-20T08:15:02,,evt_002540,search query: headphones,web,missing_user_id
,2026-06-19T22:04:48,4535,evt_002541,typo in search query,mobile_ios,missing_event_type
search,2026-06-18T01:21:54,,evt_002544,looked up return policy,unknown_source,missing_user_id
page_view,2026-06-22T15:30:50,9545,,viewed product page,web,missing_event_id
